id,below_poverty,total
39109,8376,99288
39111,2470,14003
39113,80263,522132
39115,2812,14469
39117,3276,33879
39119,13170,83214
39121,1747,11546
39123,3638,40767
39125,1777,18949
39127,5744,34771
39129,5697,48843
39131,6360,27169
39133,18936,147982
39135,3486,41065
39137,2374,34205
39139,14419,118619
39141,11073,69234
39143,5983,59724
39145,16156,73255
39147,6173,54462
39149,5490,47864
39151,45569,369482
39153,69673,536535
39155,29322,208851
39157,10162,89823
39159,2760,44638
39161,2092,28244
39163,2616,13090
39165,11938,196155
39167,8804,59917
39169,10946,111069
39171,4312,37026
39173,14581,116206
39175,1887,22125
40000,572111,3490387
40001,5623,21615
40003,514,4644
40005,2618,12651
40007,635,5225
40009,3176,19580
40011,1755,11051
40013,8288,37276
40015,5896,27404
40017,7728,99532
40019,7500,46175
40021,11608,43372
40023,3726,14428
40025,504,2652
40027,26802,225182
40029,1224,5672
40031,17547,100915
40033,922,6088
40035,2742,14352
40037,9809,68045
40039,5112,24260
40041,7529,39280
40043,582,4054
40045,485,3815
40047,9285,55533
40049,4397,25968
40051,8120,49642
40053,527,4465
40055,633,4181
40057,763,2702
40059,373,3237
40061,2106,11803
40063,2796,12590
40065,4861,24597
40067,1061,6168
40069,1841,8955
40071,8282,45101
40073,1530,14200
40075,1566,8935
40077,1538,9838
40079,10238,47573
40081,4946,31799
40083,5806,36417
40085,1219,8785
40087,3435,31468
40089,8833,32364
40091,4429,19137
40093,771,7133
40095,1879,14504
40097,6300,39291
40099,1880,12408
40101,12777,66911
40103,1489,10842
40105,2046,10553
40107,2387,10079
40109,116192,687063
40111,8234,38426
40113,5646,43299
40115,5324,30521
40117,3018,16181
40119,17991,72350
40121,6659,41488
40123,7174,35235
40125,11517,66121
40127,2818,11280
40129,384,3310
40131,7542,81643
40133,5545,23427
40135,8933,40506
40137,5699,42286
40139,3300,20041
40141,1630,7951
40143,84585,572757
40145,7632,66627
40147,6878,48777
40149,1930,11504
40151,971,6987
40153,2070,18160
41000,496433,3649549
41001,3080,15861
41003,14466,75645
41005,33205,374112
41007,4505,35679
41009,4284,48334
41011,10294,62558
41013,3037,22342
41015,2933,21423
41017,13409,150998
41019,14030,102736
41021,175,1619
41023,995,6899
41025,992,6634
41027,2386,21234
41029,27224,195399
41031,3315,19593
41033,13810,79830
41035,11459,65051
41037,1195,6765
41039,54248,334105
41041,7803,45060
41043,16552,110872
41045,4788,27793
41047,46085,299134
41049,1909,11334
41051,106122,683146
41053,9458,73247
41055,372,1768
41057,3739,24343
41059,10464,67363
41061,3738,24725
41063,714,6685
41065,3656,23088
41067,50091,512041
41069,204,1346
41071,11696,90787
42000,1462191,12081192
42001,6792,96408
42003,149823,1189045
42005,7803,67520
42007,17909,169432
42009,6963,49078
42011,45733,387200
42013,16097,122054
42015,8974,60211
42017,29686,609136
42019,14870,178085
42021,19496,137147
42023,651,5208
42025,5891,61933
42027,23055,124915
42029,29286,472699
42031,5304,37325
42033,11435,77402
42035,4537,34153
42037,7780,60333
42039,12430,85339
42041,13616,212552
42043,28662,251808
42045,50181,533346
42047,3227,32063
42049,40165,266623
42051,26217,139390
42053,605,4490
42055,10835,137346
42057,1929,14727
42059,6262,36520
42061,4410,40433
42063,15100,82532
42065,5932,44611
42067,2010,22910
42069,26877,200644
42071,43346,482834
42073,10644,88479
42075,9940,123453
42077,36176,328536
42079,38742,301676
42081,15478,112166
42083,5940,41519
42085,13423,109275
42087,6175,45372
42089,14911,159726
42091,41321,752279
42093,1850,17514
42095,21894,280198
42097,12615,87715
42099,3994,44139
42101,358527,1484052
42103,5226,57606
42105,2597,16893
42107,16758,139554
42109,4104,35730
42111,9234,73785
42113,901,5899
42115,5355,39987
42117,5937,39362
42119,4577,36098
42121,8666,53544
42123,4898,39327
42125,20781,200478
42127,5558,47931
42129,34713,353443
42131,2929,27009
42133,34438,410995
44000,118618,1019380
44001,3094,47823
44003,12072,167524
44005,5802,79285
44007,89125,602549
44009,8525,122199
45000,676555,4277311
45001,5521,24413
45003,24273,150417
45005,3540,8763
45007,27280,176232
45009,4676,14130
45011,4938,22724
45013,14728,140749
45015,20245,159951
45017,2102,14727
45019,52309,335769
45021,9828,53568
45023,6667,32323
45025,8840,42394
45027,7055,31340
45029,8320,38790
45031,12589,65338
45033,9132,30645
45035,13453,120568
45037,4167,22528
45039,4805,23163
45041,21572,128169
45043,11481,59615
45045,57587,417529
45047,11282,66961
45049,3958,19625
45051,37193,245448
45053,4129,20727
45055,8488,57534
45057,13627,71787
45059,12753,67231
45061,5314,18195
45063,26275,242119
45065,1486,8836
45067,8009,33291
45069,6503,25646
45071,5780,36982
45073,11312,70152
45075,21818,85985
45077,17749,107459
45079,45467,330560
45081,2481,18794
45083,37811,268161
45085,19340,101801
45087,5462,27030
45089,9871,33442
45091,25339,205700
46000,103752,767143
46003,234,2759
46005,1552,15434
46007,926,3106
46009,703,6162
46011,4872,25941
46013,3713,33525
46015,518,4753
46017,1075,2072
46019,1729,9346
46021,103,1420
46023,2257,8766
46025,390,3508
46027,2442,10510
46029,3556,25949
46031,1589,4130
46033,683,7373
46035,2141,18181
46037,596,5211
46039,361,4117
46041,1749,5926
46043,327,2942
46045,382,3929
46047,933,6314
46049,396,2266
46051,847,7088
46053,546,3996
46055,154,1539
46057,521,5525
46059,376,3041
46061,443,3576
46063,200,1186
46065,1379,16384
46067,695,6972
46069,206,1369
46071,910,2704
46073,154,1984
46075,99,1014
46077,505,5062
46079,1098,10821
46081,3406,22400
46083,1428,37135
46085,714,3827
46087,427,5507
46089,481,2502
46091,720,4115
46093,2837,23368
46095,536,2022
46097,188,2441
46099,16118,171448
46101,369,6369
46103,13484,94696
46105,495,2765
46107,264,2135
46109,2031,9729
46111,316,2448
46113,6670,13088
46115,948,6501
46117,223,2759
46119,119,1363
46121,4715,9978
46123,849,5601
46125,560,8125
46127,673,13928
46129,642,4613
46135,2146,19824
46137,1033,2555
47000,967189,6001130
47001,11742,72554
47003,8200,42783
47005,2899,15987
47007,2548,11134
47009,14346,116709
47011,13754,92273
47013,9321,39971
47015,1923,13332
47017,5763,27813
47019,12237,57232
47021,3901,38613
47023,2305,15021
47025,5915,30000
47027,1458,7781
47029,7838,35031
47031,8482,51051
47033,2802,14026
47035,8648,52242
47037,93452,600048
47039,2863,11094
47041,3295,17684
47043,6320,46663
47045,7765,36998
47047,5076,36131
47049,4541,17166
47051,5386,38931
47053,9178,47748
47055,4708,28423
47057,3904,22469
47059,12171,63385
47061,4184,14093
47063,9707,60389
47065,45387,324105
47067,2208,6407
47069,4695,24287
47071,5466,25802
47073,10710,56262
47075,4990,18930
47077,4262,25870
47079,5205,30841
47081,4002,22502
47083,1683,7871
47085,2359,17962
47087,2574,10792
47089,8606,48126
47091,4122,16713
47093,60187,410374
47095,1439,5474
47097,5942,23975
47099,6701,40282
47101,2420,11044
47103,4509,31848
47105,5855,44810
47107,9014,50679
47109,5168,25138
47111,4680,20925
47113,16875,93667
47115,4414,27919
47117,5221,28805
47119,10418,78690
47121,2663,11414
47123,7556,43930
47125,20471,149673
47127,801,6034
47129,3776,17539
47131,4630,31167
47133,3935,20324
47135,1757,7580
47137,1005,4560
47139,2669,15278
47141,14328,66054
47143,5895,29682
47145,7334,52355
47147,7440,63046
47149,27903,233490
47151,5223,21597
47153,2807,13179
47155,10990,82392
47157,173796,898235
47159,3003,18652
47161,2392,12970
47163,24128,149528
47165,14463,150297
47167,9799,55691
47169,940,7620
47171,3085,17439
47173,3639,18758
47175,1064,5289
47177,7525,39314
47179,17686,112599
47181,2398,14842
47183,6030,31380
47185,4782,24766
47187,8142,164873
47189,7390,104708
48000,3892532,23208156
48001,7491,44637
48003,2415,13129
48005,14206,79377
48007,4127,24159
48009,757,8884
48011,206,1825
48013,8376,42904
48015,2194,26458
48017,1078,6350
48019,3173,19922
48021,9289,69485
48023,503,3779
48025,4733,23420
48027,37605,265305
48029,263260,1543326
48031,1031,8991
48033,31,585
48035,2987,16848
48037,15497,87510
48039,29703,279853
48041,48404,158207
48043,1580,8961
48045,383,1574
48047,2530,7211
48049,6387,36096
48051,2866,16518
48053,5393,42324
48055,6471,33351
48057,2821,20317
48059,1581,13193
48061,135323,379182
48063,2748,12085
48065,557,6218
48067,5248,29007
48069,1550,7109
48071,3170,28907
48073,9555,45527
48075,1708,6040
48077,959,11056
48079,864,2971
48081,612,3233
48083,2568,8254
48085,46425,725145
48087,520,2993
48089,3099,19929
48091,9275,102934
48093,2738,13188
48095,432,2371
48097,5114,37528
48099,9798,65734
48101,211,1679
48103,849,3649
48105,603,3784
48107,1495,6105
48109,684,2400
48111,765,6121
48113,404228,2346233
48115,2514,11474
48117,3194,17957
48119,807,5416
48121,48332,599101
48123,3006,18077
48125,602,2063
48127,3491,9392
48129,504,3403
48131,3465,11619
48133,3618,17177
48135,21419,126577
48137,403,1887
48139,15911,140250
48141,190232,715658
48143,7314,33728
48145,3615,15624
48147,4768,30910
48149,2400,21690
48151,599,3917
48153,1516,6665
48155,365,1311
48157,40426,501916
48159,1649,10870
48161,2649,17148
48163,3002,14203
48165,2374,14789
48167,35996,276988
48169,825,3265
48171,1568,22708
48173,163,1408
48175,897,6944
48177,3677,18454
48179,3529,19701
48181,15202,113910
48183,18231,113985
48185,3356,22242
48187,11094,110331
48189,5754,31929
48191,963,3429
48193,1024,7794
48195,810,5202
48197,522,4082
48199,6240,51002
48201,646456,3862375
48203,10334,61320
48205,212,3614
48207,1037,5185
48209,23885,134105
48211,476,3363
48213,13326,76604
48215,250766,696420
48217,5545,34120
48219,3489,21117
48221,5901,48608
48223,5248,33089
48225,6052,21886
48227,5551,26865
48229,1208,3137
48231,14229,78521
48233,3333,21603
48235,60,1678
48237,1320,7628
48239,1388,13895
48241,6162,33116
48243,267,1994
48245,40799,227092
48247,631,4923
48249,9652,38843
48251,16257,146850
48253,1873,14249
48255,1693,8892
48257,11341,94481
48259,1773,30361
48261,176,336
48263,61,693
48265,6155,45124
48267,629,4475
48269,0,233
48271,869,3097
48273,7600,29140
48275,616,3383
48277,7963,47845
48279,2383,13592
48281,3312,19115
48283,1103,5216
48285,1973,18209
48287,1621,15592
48289,3113,16129
48291,10917,68956
48293,3872,19116
48295,460,2972
48297,1652,9886
48299,1849,17927
48301,0,81
48303,47858,250816
48305,954,5841
48307,1778,7636
48309,45435,219717
48311,33,938
48313,2131,10139
48315,2017,10378
48317,350,4437
48319,590,3890
48321,7946,36364
48323,15438,51070
48325,6528,41381
48327,431,2109
48329,16031,124822
48331,4301,24304
48333,763,4828
48335,999,6409
48337,2509,19443
48339,44716,407337
48341,2539,19927
48343,2538,12788
48345,320,1166
48347,12930,57202
48349,9374,46981
48351,1837,13142
48353,2732,14145
48355,61863,313697
48357,1627,9438
48359,387,2083
48361,12114,81437
48363,3845,27025
48365,3256,22299
48367,10409,105193
48369,1759,9281
48371,2221,13067
48373,9575,42461
48375,25727,117792
48377,2221,7536
48379,1619,10874
48381,10382,110526
48383,248,2972
48385,577,2824
48387,2182,12709
48389,2812,10069
48391,952,6561
48393,116,913
48395,3280,15364
48397,3522,71883
48399,1927,9985
48401,5841,43739
48403,1607,10037
48405,2251,8494
48407,5016,24344
48409,9869,66524
48411,1341,5441
48413,445,2666
48415,2081,13683
48417,384,3028
48419,6478,25738
48421,510,2903
48423,30003,194141
48425,1223,7687
48427,24036,60411
48429,1804,8687
48431,197,1104
48433,200,1371
48435,539,4255
48437,1275,6913
48439,220369,1678355
48441,20084,119459
48443,115,810
48445,2455,11197
48447,248,1620
48449,4356,27543
48451,16658,102378
48453,144055,949167
48455,2780,13760
48457,3623,18319
48459,4940,35661
48461,481,2454
48463,7211,26021
48465,10978,46935
48467,7412,50257
48469,12906,84831
48471,9540,43198
48473,6783,34272
48475,1439,10042
48477,5029,29599
48479,68443,228799
48481,6702,40235
48483,746,4641
48485,17289,117222
48487,3335,13180
48489,8959,19120
48491,22792,368484
48493,3602,38286
48495,1312,6434
48497,4934,56328
48499,5603,38971
48501,1513,7219
48503,2445,17335
48505,5504,13300
48507,4302,11231
49000,271944,2610053
49001,990,5884
49003,3993,47171
49005,16355,106877
49007,2356,18820
49009,43,697
49011,17069,283429
49013,1650,15956
49015,1275,10246
49017,483,4470
49019,1532,9162
49021,8200,41586
49023,1026,9474
49025,664,6248
49027,1566,11929
49029,255,8316
49031,147,1397
49033,140,2063
49035,91999,986860
49037,4071,14184
49039,3996,22888
49041,1844,18908
49043,2470,35463
49045,3127,52751
49047,2999,28711
49049,64693,495170
49051,1587,20236
49053,12641,129367
49055,251,2499
49057,24522,219291
50000,65749,599059
50001,3998,35179
50003,3907,35254
50005,3955,29107
50007,15335,143066
50009,1023,6416
50011,5160,47182
50013,503,7520
50015,3128,24706
50017,2421,28278
50019,3689,26466
50021,6867,60826
50023,5623,56427
50025,4636,42673
50027,5504,55959
51000,752446,7467511
51001,6226,38091
51003,6881,86447
51005,1846,15914
51007,1726,12455
51009,4032,29878
51011,1634,14131
51013,14545,202839
51015,6152,67397
51017,464,4598
51019,5380,65576
51021,719,6262
51023,2220,31744
51025,2660,14959
51027,4966,22754
51029,1638,9239
51031,5937,51864
51033,2103,26222
51035,4799,28775
51036,724,7129
51037,1932,12090
51041,17292,293261
51043,803,14136
51045,476,5034
51047,2886,42870
51049,1404,9536
51051,3022,15877
51053,2886,24955
51057,797,10531
51059,51480,1004461
51061,3094,65747
51063,2220,14725
51065,2357,24107
51067,6320,49731
51069,6402,71145
51071,2642,16746
51073,3780,37775
51075,1314,15715
51077,2594,15757
51079,1311,17671
51081,1395,9316
51083,6442,34885
51085,4466,96163
51087,24992,284074
51089,9570,54819
51091,294,2399
51093,2791,34524
51095,3731,59328
51097,1123,6806
51099,1349,21065
51101,1147,15223
51103,1289,10786
51105,5446,23976
51107,7823,276104
51109,3741,31475
51111,2465,11827
51113,1738,13467
51115,643,9011
51117,5233,30641
51119,1142,10425
51121,18031,77141
51125,2094,15009
51127,798,16563
51131,2492,13194
51133,1231,12877
51135,2667,15142
51137,2727,31403
51139,3061,23571
51141,2494,18370
51143,9070,60349
51145,879,20504
51147,2989,18338
51149,1726,31121
51153,18022,356042
51155,5150,33516
51157,711,7151
51159,756,7938
51161,4605,87452
51163,2466,21267
51165,6410,71859
51167,5167,28839
51169,4438,22033
51171,3383,40072
51173,5408,30649
51175,2563,16693
51177,8393,116984
51179,4853,116076
51181,440,6963
51183,1974,11093
51185,6970,43717
51187,3973,35382
51191,7203,51330
51193,2090,17274
51195,8211,39338
51197,4172,27744
51199,2057,58275
51510,10059,140865
51515,1334,6256
51520,3757,17059
51530,1236,6263
51540,11131,40320
51550,13518,214375
51560,0,0
51570,1129,17579
51580,992,6171
51590,10119,42798
51595,1123,5481
51600,868,22623
51610,227,11216
51620,1889,8387
51630,2985,19944
51640,1869,5990
51650,18349,142223
51660,11013,35149
51670,4794,22505
51678,1254,4155
51680,13219,62959
51683,4082,34835
51685,636,11589
51690,2881,13870
51700,24870,183942
51710,36466,214981
51720,899,3587
51730,5743,32342
51735,547,11710
51740,14610,95972
51750,4101,12436
51760,42208,190608
51770,16958,91294
51775,1825,23367
51780,0,0
51790,3009,21977
51800,8546,79712
51810,29156,422481
51820,3712,21521
51830,1427,7558
51840,3747,25684
53000,749120,6332211
53001,3539,16682
53003,3213,20958
53005,19742,158839
53007,8282,69829
53009,9637,68516
53011,43297,412796
53013,602,3966
53015,15591,98483
53017,5128,35863
53019,1415,7406
53021,14072,68681
53023,260,2119
53025,15678,82519
53027,10889,68349
53029,5929,76583
53031,3686,28711
53033,176808,1831680
53035,20802,234802
53037,8144,35736
53039,3939,19883
53041,9655,71890
53043,1272,10103
53045,8145,53835
53047,7702,39278
53049,3499,21266
53051,2392,12570
53053,86468,748122
53055,1444,15190
53057,14237,114744
53059,824,10549
53061,54349,664420
53063,61231,441367
53065,6228,41323
53067,23511,235317
53069,357,3965
53071,10044,53371
53073,28989,188055
53075,10573,36334
53077,47547,228111
54000,310368,1763346
54001,3318,15197
54003,9465,97557
54005,4749,24839
54007,2869,13972
54009,2283,22958
54011,19433,92485
54013,1445,7199
54015,2390,9500
54017,1761,7224
54019,9114,44273
54021,1364,4788
54023,1802,11748
54025,6105,33646
54027,3525,22043
54029,4161,29632
54031,1786,13416
54033,12791,67854
54035,4338,27406
54037,3764,49367
54039,27654,188781
54041,3668,16854
54043,5839,22002
54045,8003,34577
54047,7695,22654
54049,9635,55220
54051,5715,32410
54053,4971,24971
54055,14287,60305
54057,3805,26246
54059,5891,26502
54061,17173,80180
54063,1565,13563
54065,2546,16081
54067,4800,25941
54069,6650,42805
54071,1145,7489
54073,955,7260
54075,1271,7982
54077,4285,28499
54079,6079,54393
54081,13305,75439
54083,4544,26209
54085,1667,10132
54087,3820,14819
54089,2719,12152
54091,2121,15807
54093,1280,6807
54095,1719,8739
54097,4333,22097
54099,8322,41411
54101,2132,9184
54103,2946,16478
54105,1074,5589
54107,15625,85167
54109,4666,23497
55000,605566,5440780
55001,2391,18946
55003,2790,15546
55005,5000,45044
55007,1556,14357
55009,24231,235736
55011,1203,13632
55013,2696,15735
55015,2497,43907
55017,5459,58660
55019,4171,32793
55021,4132,53014
55023,1961,15772
55025,56691,462525
55027,5988,80265
55029,1719,27646
55031,5567,41781
55033,5895,39059
55035,13418,92539
55037,744,4618
55039,8443,96655
55041,1686,9366
55043,5745,45214
55045,3095,35160
55047,1494,18540
55049,1573,23250
55051,861,6060
55053,2390,18148
55055,6125,77173
55057,3025,26315
55059,17651,158368
55061,1356,20091
55063,15489,106372
55065,1328,15689
55067,2340,19667
55069,3032,29050
55071,6800,79526
55073,10128,127948
55075,5168,40129
55077,1641,14823
55078,1309,4537
55079,167166,929811
55081,5259,42066
55083,3870,36836
55085,3349,35228
55087,13289,170500
55089,3443,84287
55091,598,7124
55093,3448,37023
55095,3541,43630
55097,8637,64575
55099,1562,14300
55101,20887,193565
55103,2000,17834
55105,16943,155763
55107,2258,14055
55109,4663,79563
55111,4771,57387
55113,3265,16668
55115,4622,40155
55117,8484,110507
55119,2290,19177
55121,2764,26898
55123,4351,28476
55125,2316,21566
55127,10578,96974
55129,2009,15441
55131,6689,126887
55133,15248,373838
55135,5021,49883
55137,2947,23347
55139,14879,150556
55141,5631,73204
56000,49051,509248
56001,6381,29814
56003,905,11237
56005,2398,40003
56007,1375,14371
56009,871,12824
56011,631,6240
56013,5171,36726
56015,1446,11271
56017,387,4499
56019,671,7916
56021,8040,84886
56023,1111,16132
56025,6652,69507
56027,222,2067
56029,2026,25936
56031,909,8293
56033,2319,27474
56035,259,7635
56037,2814,38279
56039,1543,20037
56041,2072,19930
56043,368,7627
56045,480,6544
